map,strategy,seed,outcome,turns,hit_round_cap,player_turns,ap_granted,ap_unused,final_player_hp,enemies_remaining,mean_exposure_x100,first_crossing_x,unit_crossings,contact_round1,contact_turns,never_in_contact,state_hash
gym-e3-slow.encounter,slow-instrument,1,Defeat,6,0,6,48,5,0,2,150,-1,,0,7,0,1054683586
gym-e3-slow.encounter,slow-instrument,2,Victory,6,0,6,48,4,55,0,83,-1,,0,4,0,2821809849
gym-e3-slow.encounter,slow-instrument,3,Defeat,6,0,6,48,10,0,2,150,-1,,0,7,0,1357617099
gym-e3-slow.encounter,slow-instrument,4,Defeat,6,0,6,48,4,0,2,150,-1,,0,7,0,3895898493
gym-e3-slow.encounter,slow-instrument,5,Defeat,5,0,5,40,7,0,2,160,-1,,0,5,0,117836065
gym-e3-slow.encounter,slow-instrument,6,Victory,5,0,5,40,4,95,0,60,-1,,0,3,0,1139681118
gym-e3-slow.encounter,slow-instrument,7,Defeat,5,0,5,40,10,0,1,140,-1,,0,5,0,2720182000
gym-e3-slow.encounter,slow-instrument,8,Victory,6,0,6,48,4,35,0,83,-1,,0,4,0,966966910
gym-e3-slow.encounter,slow-instrument,9,Defeat,6,0,6,48,5,0,2,166,-1,,0,7,0,3548449907
gym-e3-slow.encounter,slow-instrument,10,Victory,6,0,6,48,5,35,0,83,-1,,0,4,0,3798976058
gym-e3-slow.encounter,slow-instrument,11,Victory,5,0,5,40,4,55,0,80,-1,,0,3,0,1533064884
gym-e3-slow.encounter,slow-instrument,12,Victory,5,0,5,40,4,55,0,80,-1,,0,3,0,1533064884
gym-e3-slow.encounter,slow-instrument,13,Defeat,5,0,5,40,7,0,2,140,-1,,0,5,0,2369530873
gym-e3-slow.encounter,slow-instrument,14,Defeat,5,0,5,40,15,0,2,160,-1,,0,5,0,2410714730
gym-e3-slow.encounter,slow-instrument,15,Victory,7,0,7,56,6,15,0,85,-1,,0,5,0,2796473871
gym-e3-slow.encounter,slow-instrument,16,Defeat,5,0,5,40,10,0,2,160,-1,,0,5,0,2178045140
gym-e3-slow.encounter,slow-instrument,17,Victory,5,0,5,40,2,55,0,80,-1,,0,3,0,1533064884
gym-e3-slow.encounter,slow-instrument,18,Victory,5,0,5,40,4,55,0,80,-1,,0,3,0,1533064884
gym-e3-slow.encounter,slow-instrument,19,Victory,5,0,5,40,4,55,0,80,-1,,0,3,0,1533064884
gym-e3-slow.encounter,slow-instrument,20,Victory,5,0,5,40,4,95,0,60,-1,,0,3,0,4167825196
gym-e3-slow.encounter,slow-instrument,21,Defeat,5,0,5,40,12,0,2,160,-1,,0,5,0,1566549214
gym-e3-slow.encounter,slow-instrument,22,Defeat,5,0,5,40,8,0,2,160,-1,,0,5,0,423140791
gym-e3-slow.encounter,slow-instrument,23,Victory,7,0,7,56,5,14,0,85,-1,,0,5,0,1999988829
gym-e3-slow.encounter,slow-instrument,24,Defeat,5,0,5,40,12,0,2,160,-1,,0,5,0,1566549214
gym-e3-slow.encounter,slow-instrument,25,Victory,6,0,6,48,4,35,0,83,-1,,0,4,0,2430100747
gym-e3-slow.encounter,slow-instrument,26,Victory,7,0,7,56,5,35,0,85,-1,,0,5,0,3020654050
gym-e3-slow.encounter,slow-instrument,27,Victory,7,0,7,56,6,34,0,85,-1,,0,5,0,2414477521
gym-e3-slow.encounter,slow-instrument,28,Defeat,5,0,5,40,12,0,2,160,-1,,0,5,0,3628545781
gym-e3-slow.encounter,slow-instrument,29,Defeat,5,0,5,40,7,0,2,160,-1,,0,5,0,29453186
gym-e3-slow.encounter,slow-instrument,30,Defeat,5,0,5,40,4,0,2,140,-1,,0,5,0,398752380
gym-e3-slow.encounter,slow-instrument,31,Victory,7,0,7,56,4,65,0,71,-1,,0,5,0,1151864290
gym-e3-slow.encounter,slow-instrument,32,Defeat,6,0,6,48,4,0,2,166,-1,,0,7,0,1796956009
gym-e3-slow.encounter,slow-instrument,33,Defeat,5,0,5,40,6,0,2,160,-1,,0,5,0,514670181
gym-e3-slow.encounter,slow-instrument,34,Defeat,5,0,5,40,7,0,2,160,-1,,0,5,0,894711842
gym-e3-slow.encounter,slow-instrument,35,Victory,5,0,5,40,4,75,0,80,-1,,0,3,0,1545433658
gym-e3-slow.encounter,slow-instrument,36,Victory,6,0,6,48,4,35,0,83,-1,,0,4,0,1820745819
gym-e3-slow.encounter,slow-instrument,37,Victory,5,0,5,40,4,55,0,80,-1,,0,3,0,1533064884
gym-e3-slow.encounter,slow-instrument,38,Defeat,5,0,5,40,4,0,2,140,-1,,0,4,0,2475644521
gym-e3-slow.encounter,slow-instrument,39,Victory,5,0,5,40,4,75,0,80,-1,,0,3,0,1545433658
gym-e3-slow.encounter,slow-instrument,40,Victory,5,0,5,40,2,55,0,80,-1,,0,3,0,1533064884
gym-e3-slow.encounter,slow-instrument,41,Defeat,4,0,4,32,5,0,2,150,-1,,0,3,0,1490185710
gym-e3-slow.encounter,slow-instrument,42,Victory,5,0,5,40,4,55,0,80,-1,,0,3,0,1533064884
gym-e3-slow.encounter,slow-instrument,43,Victory,5,0,5,40,2,75,0,80,-1,,0,3,0,2225231096
gym-e3-slow.encounter,slow-instrument,44,Defeat,5,0,5,40,5,0,2,160,-1,,0,5,0,225854218
gym-e3-slow.encounter,slow-instrument,45,Defeat,5,0,5,40,4,0,2,160,-1,,0,5,0,755034308
