map,strategy,seed,outcome,turns,hit_round_cap,player_turns,ap_granted,ap_unused,final_player_hp,enemies_remaining,mean_exposure_x100,first_crossing_x,unit_crossings,contact_round1,contact_turns,never_in_contact,state_hash
gym-e4-protect.encounter,attack-only,1,Defeat,5,0,5,56,3,0,2,214,-1,,1,9,0,1477383455
gym-e4-protect.encounter,attack-only,2,Defeat,6,0,6,64,0,0,1,187,-1,,1,10,0,3479090845
gym-e4-protect.encounter,attack-only,3,Defeat,4,0,4,40,9,0,3,240,-1,,1,7,0,290135549
gym-e4-protect.encounter,attack-only,4,Defeat,4,0,4,48,10,0,3,233,-1,,1,7,0,2550855111
gym-e4-protect.encounter,attack-only,5,Defeat,5,0,5,56,2,0,2,214,-1,,1,10,0,3828403395
gym-e4-protect.encounter,attack-only,6,Defeat,4,0,4,48,5,0,3,216,-1,,1,7,0,3839894741
gym-e4-protect.encounter,attack-only,7,Defeat,4,0,4,48,0,0,3,233,-1,,1,7,0,355917706
gym-e4-protect.encounter,attack-only,8,Defeat,6,0,6,64,0,0,1,162,-1,,1,8,0,1730827052
gym-e4-protect.encounter,attack-only,9,Victory,9,0,9,96,7,45,0,125,-1,,1,11,0,1804530495
gym-e4-protect.encounter,attack-only,10,Defeat,6,0,6,64,9,0,3,225,-1,,1,13,0,2102154588
gym-e4-protect.encounter,attack-only,11,Defeat,6,0,6,64,0,0,1,162,-1,,1,8,0,1916819917
gym-e4-protect.encounter,attack-only,12,Defeat,6,0,6,64,0,0,1,162,-1,,1,8,0,1916819917
gym-e4-protect.encounter,attack-only,13,Defeat,8,0,8,80,0,0,1,150,-1,,1,10,0,2877285179
gym-e4-protect.encounter,attack-only,14,Defeat,4,0,4,48,8,0,3,250,-1,,1,7,0,3929193216
gym-e4-protect.encounter,attack-only,15,Defeat,7,0,7,72,6,0,1,188,-1,,1,13,0,4164861175
gym-e4-protect.encounter,attack-only,16,Defeat,4,0,4,40,1,0,3,260,-1,,1,7,0,3173859125
gym-e4-protect.encounter,attack-only,17,Defeat,5,0,5,48,5,0,2,183,-1,,1,7,1,1621735619
gym-e4-protect.encounter,attack-only,18,Defeat,7,0,7,72,10,0,2,188,-1,,1,12,0,3355879549
gym-e4-protect.encounter,attack-only,19,Defeat,7,0,7,72,3,0,1,188,-1,,1,12,0,1701626817
gym-e4-protect.encounter,attack-only,20,Defeat,5,0,5,48,5,0,3,216,-1,,1,9,0,1560088281
gym-e4-protect.encounter,attack-only,21,Defeat,5,0,5,48,1,0,2,183,-1,,1,7,1,3983616126
gym-e4-protect.encounter,attack-only,22,Defeat,6,0,6,64,9,0,3,250,-1,,1,13,0,4013677032
gym-e4-protect.encounter,attack-only,23,Defeat,6,0,6,64,5,0,1,187,-1,,1,10,0,470949438
gym-e4-protect.encounter,attack-only,24,Defeat,6,0,6,64,0,0,1,162,-1,,1,8,0,1916819917
gym-e4-protect.encounter,attack-only,25,Defeat,5,0,5,56,0,0,2,228,-1,,1,9,0,2294666912
gym-e4-protect.encounter,attack-only,26,Defeat,5,0,5,48,0,0,2,216,-1,,1,10,0,2504558864
gym-e4-protect.encounter,attack-only,27,Defeat,5,0,5,48,3,0,3,216,-1,,1,10,0,1474610169
gym-e4-protect.encounter,attack-only,28,Defeat,4,0,4,48,7,0,2,216,-1,,1,7,0,2335692731
gym-e4-protect.encounter,attack-only,29,Defeat,6,0,6,64,5,0,2,187,-1,,1,12,0,76617114
gym-e4-protect.encounter,attack-only,30,Defeat,5,0,5,48,8,0,3,233,-1,,1,9,0,512554471
