map,strategy,seed,outcome,turns,hit_round_cap,player_turns,ap_granted,ap_unused,final_player_hp,enemies_remaining,mean_exposure_x100,first_crossing_x,unit_crossings,contact_round1,contact_turns,never_in_contact,state_hash
gym-e3-slowcontrol.encounter,slow-instrument,1,Defeat,6,0,6,48,5,0,2,150,-1,,0,7,0,984338802
gym-e3-slowcontrol.encounter,slow-instrument,2,Victory,6,0,6,48,4,55,0,83,-1,,0,4,0,1976374297
gym-e3-slowcontrol.encounter,slow-instrument,3,Defeat,6,0,6,48,10,0,2,150,-1,,0,7,0,2982219387
gym-e3-slowcontrol.encounter,slow-instrument,4,Defeat,6,0,6,48,4,0,2,150,-1,,0,7,0,2019024029
gym-e3-slowcontrol.encounter,slow-instrument,5,Defeat,5,0,5,40,7,0,2,160,-1,,0,5,0,3223756473
gym-e3-slowcontrol.encounter,slow-instrument,6,Victory,5,0,5,40,4,95,0,60,-1,,0,3,0,1082770726
gym-e3-slowcontrol.encounter,slow-instrument,7,Defeat,5,0,5,40,10,0,1,140,-1,,0,5,0,3779278472
gym-e3-slowcontrol.encounter,slow-instrument,8,Victory,6,0,6,48,4,35,0,83,-1,,0,4,0,3001163614
gym-e3-slowcontrol.encounter,slow-instrument,9,Defeat,6,0,6,48,5,0,2,166,-1,,0,7,0,4244715283
gym-e3-slowcontrol.encounter,slow-instrument,10,Victory,6,0,6,48,5,35,0,83,-1,,0,4,0,993789850
gym-e3-slowcontrol.encounter,slow-instrument,11,Victory,5,0,5,40,4,55,0,80,-1,,0,3,0,865062796
gym-e3-slowcontrol.encounter,slow-instrument,12,Victory,5,0,5,40,4,55,0,80,-1,,0,3,0,865062796
gym-e3-slowcontrol.encounter,slow-instrument,13,Defeat,5,0,5,40,7,0,2,140,-1,,0,5,0,1250193745
gym-e3-slowcontrol.encounter,slow-instrument,14,Defeat,5,0,5,40,15,0,2,160,-1,,0,5,0,3086312866
gym-e3-slowcontrol.encounter,slow-instrument,15,Victory,7,0,7,56,6,15,0,85,-1,,0,5,0,4263669031
gym-e3-slowcontrol.encounter,slow-instrument,16,Defeat,5,0,5,40,10,0,2,160,-1,,0,5,0,3522327628
gym-e3-slowcontrol.encounter,slow-instrument,17,Victory,5,0,5,40,2,55,0,80,-1,,0,3,0,865062796
